Epoch Time,Temp,Humidity,Lux Level,UV Index
1635353889.3981853,1.0,1.0,15646.0,8.0
1635353889.543914,1.0,1.0,15646.0,11.0
1635353889.543914,1.0,1.0,15646.0,11.0
1635353889.7945366,1.0,1.0,15646.0,11.0
1635353889.9108884,1.0,1.0,15646.0,10.0
1635353890.0274668,1.0,1.0,15646.0,8.0
1635353890.1307416,1.0,1.0,15646.0,11.0
1635353890.2303376,1.0,1.0,15646.0,10.0
1635353890.344477,1.0,1.0,15646.0,11.0
1635353890.4462645,1.0,1.0,15646.0,10.0
1635353890.5445275,1.0,1.0,15646.0,9.0
1635353890.6518338,1.0,1.0,15646.0,11.0
1635353890.7616022,1.0,1.0,15646.0,10.0
1635353890.878234,1.0,1.0,15747.0,9.0
1635353890.9973266,1.0,1.0,15747.0,8.0
1635353891.1172755,1.0,1.0,15646.0,8.0
1635353891.2280295,1.0,1.0,15646.0,9.0
1635353891.3441358,1.0,1.0,15646.0,8.0
1635353891.46037,1.0,1.0,15646.0,9.0
1635353891.560154,1.0,1.0,15646.0,8.0
1635353892.0610924,1.0,1.0,15646.0,9.0
1635353892.1649134,1.0,1.0,15646.0,8.0
1635353892.2785273,1.0,1.0,15646.0,9.0
1635353892.4731266,1.0,1.0,15646.0,8.0
1635353892.4731266,1.0,1.0,15646.0,8.0
1635353893.7400784,1.0,1.0,15646.0,7.0
1635353894.0673332,1.0,1.0,15646.0,8.0
1635353894.178044,1.0,1.0,15646.0,9.0
1635353894.7484214,1.0,1.0,15646.0,8.0
1635353894.8978837,1.0,1.0,15646.0,7.0
1635353895.8260345,1.0,1.0,15646.0,8.0
1635353895.8260345,1.0,1.0,15646.0,8.0
1635353897.0445173,1.0,1.0,15646.0,7.0
1635353897.9610572,1.0,1.0,15646.0,8.0
1635353898.0797226,1.0,1.0,15646.0,9.0
1635353898.2280686,1.0,1.0,15646.0,8.0
1635353898.3302968,1.0,1.0,15646.0,7.0
1635353898.9542308,1.0,1.0,15646.0,8.0
1635353898.9542308,1.0,1.0,15646.0,8.0
1635353900.1906626,1.0,1.0,15646.0,7.0
1635353901.0645597,1.0,1.0,15646.0,8.0
1635353901.0645597,1.0,1.0,15646.0,8.0
1635353901.0645597,1.0,1.0,15646.0,8.0
1635353903.4696622,1.0,1.0,15646.0,9.0
1635353903.5750906,1.0,1.0,15646.0,8.0
1635353903.6980247,1.0,1.0,15646.0,9.0
1635353903.8128116,1.0,1.0,15646.0,8.0
1635353903.937926,1.0,1.0,15646.0,7.0
1635353904.0485067,1.0,1.0,15646.0,8.0
1635353904.1525507,1.0,1.0,15646.0,9.0
1635353904.2612836,1.0,1.0,15646.0,8.0
1635353904.3639376,1.0,1.0,15646.0,9.0
1635353904.6948652,1.0,1.0,15646.0,8.0
1635353904.8104753,1.0,1.0,15646.0,9.0
1635353904.9270306,1.0,1.0,15646.0,8.0
1635353905.029151,1.0,1.0,15646.0,9.0
1635353905.680148,1.0,1.0,15646.0,8.0
1635353905.8766372,1.0,1.0,15646.0,9.0
1635353906.0405152,1.0,1.0,15646.0,8.0
1635353906.1472583,1.0,1.0,15646.0,9.0
1635353906.2482,1.0,1.0,15646.0,8.0
1635353906.363335,1.0,1.0,15646.0,9.0
1635353906.478227,1.0,1.0,15646.0,8.0
1635353906.6908386,1.0,1.0,15646.0,9.0
1635353906.7947202,1.0,1.0,15646.0,8.0
1635353906.9864264,1.0,1.0,15646.0,9.0
1635353907.0969782,1.0,1.0,15646.0,8.0
1635353907.2113638,1.0,1.0,15646.0,9.0
1635353907.612322,1.0,1.0,15646.0,6.0
1635353907.736894,1.0,1.0,15646.0,9.0
1635353907.8467746,1.0,1.0,15646.0,8.0
1635353907.9625835,1.0,1.0,15646.0,9.0
1635353908.0849366,1.0,1.0,15646.0,8.0
1635353908.1948526,1.0,1.0,15646.0,9.0
1635353908.2980502,1.0,1.0,15646.0,8.0
1635353908.402552,1.0,1.0,15646.0,9.0
1635353908.503977,1.0,1.0,15646.0,8.0
1635353908.6120617,1.0,1.0,15646.0,7.0
1635353908.7463136,1.0,1.0,15646.0,8.0
1635353908.8650901,1.0,1.0,15646.0,9.0
1635353909.4480991,1.0,1.0,15646.0,8.0
1635353909.5612917,1.0,1.0,15646.0,9.0
1635353909.6783206,1.0,1.0,15646.0,8.0
1635353909.7975843,1.0,1.0,15646.0,9.0
1635353910.1782112,1.0,1.0,15646.0,8.0
1635353910.3448124,1.0,1.0,15646.0,9.0
1635353910.462532,1.0,1.0,15646.0,6.0
1635353910.5816176,1.0,1.0,15646.0,9.0
1635353910.691548,1.0,1.0,15646.0,6.0
1635353910.811528,1.0,1.0,15646.0,9.0
1635353910.9114478,1.0,1.0,15646.0,8.0
1635353911.0178037,1.0,1.0,15646.0,9.0
1635353911.1460497,1.0,1.0,15646.0,8.0
1635353911.4818568,1.0,1.0,15646.0,9.0
1635353911.5783582,1.0,1.0,15646.0,8.0
1635353911.6767735,1.0,1.0,15646.0,9.0
1635353911.7778354,1.0,1.0,15646.0,8.0
1635353912.3949144,1.0,1.0,15646.0,9.0
1635353912.4947891,1.0,1.0,15646.0,8.0
1635353912.811819,1.0,1.0,15646.0,9.0
1635353912.9135218,1.0,1.0,15646.0,8.0
1635353913.131699,1.0,1.0,15646.0,9.0
1635353914.1379147,1.0,1.0,15646.0,8.0
1635353914.2445664,1.0,1.0,15646.0,9.0
1635353914.3442137,1.0,1.0,15646.0,8.0
1635353914.4465098,1.0,1.0,15646.0,9.0
1635353914.5444314,1.0,1.0,15646.0,8.0
1635353914.662064,1.0,1.0,15646.0,9.0
1635353915.124072,1.0,1.0,15646.0,8.0
1635353915.2302709,1.0,1.0,15646.0,9.0
1635353915.3448942,1.0,1.0,15646.0,8.0
1635353915.4447172,1.0,1.0,15646.0,9.0
1635353915.6791294,1.0,1.0,15646.0,8.0
1635353915.778,1.0,1.0,15646.0,9.0
1635353915.880856,1.0,1.0,15646.0,8.0
1635353916.0637498,1.0,1.0,15646.0,9.0
1635353916.3780239,1.0,1.0,15646.0,8.0
1635353916.580172,1.0,1.0,15646.0,9.0
1635353916.6802306,1.0,1.0,15546.0,8.0
1635353916.7812977,1.0,1.0,15646.0,8.0
1635353916.8810754,1.0,1.0,15646.0,9.0
1635353917.398671,1.0,1.0,15646.0,8.0
1635353917.497969,1.0,1.0,15646.0,9.0
1635353917.595337,1.0,1.0,15646.0,8.0
1635353917.7089844,1.0,1.0,15646.0,7.0
1635353918.0303764,1.0,1.0,15646.0,8.0
1635353918.1319914,1.0,1.0,15646.0,9.0
1635353918.2283585,1.0,1.0,15646.0,8.0
1635353918.4279792,1.0,1.0,15646.0,9.0
1635353919.334284,1.0,1.0,15646.0,8.0
1635353919.4474041,1.0,1.0,15646.0,9.0
1635353920.1436799,1.0,1.0,15646.0,8.0
1635353920.2445529,1.0,1.0,15646.0,9.0
