Epoch Time,Temp,Humidity,Lux Level,UV Index
1634854001.7555552,1.0,1.0,260.0,1.0
1634854001.8092127,1.0,1.0,265.0,1.0
1634854001.9293108,1.0,1.0,260.0,1.0
1634854002.0445693,1.0,1.0,265.0,1.0
1634854002.1554427,1.0,1.0,260.0,1.0
1634854002.3014781,1.0,1.0,265.0,1.0
1634854002.5972798,1.0,1.0,260.0,1.0
1634854002.6979682,1.0,1.0,265.0,1.0
1634854002.7994235,1.0,1.0,260.0,1.0
1634854002.90265,1.0,1.0,265.0,1.0
1634854003.007859,1.0,1.0,260.0,1.0
1634854003.2106512,1.0,1.0,265.0,1.0
1634854003.5137286,1.0,1.0,255.0,1.0
1634854003.6243424,1.0,1.0,260.0,1.0
1634854003.736445,1.0,1.0,265.0,1.0
1634854003.9361007,1.0,1.0,260.0,1.0
1634854004.038958,1.0,1.0,265.0,1.0
1634854004.4051886,1.0,1.0,260.0,1.0
1634854004.4051886,1.0,1.0,260.0,1.0
1634854005.6262813,1.0,1.0,265.0,1.0
1634854005.9472451,1.0,1.0,260.0,1.0
1634854005.9472451,1.0,1.0,260.0,1.0
1634854007.1623662,1.0,1.0,265.0,1.0
1634854007.5750775,1.0,1.0,260.0,1.0
1634854007.6752422,1.0,1.0,265.0,1.0
1634854008.4723833,1.0,1.0,260.0,1.0
1634854008.5784218,1.0,1.0,265.0,1.0
1634854008.7816877,1.0,1.0,260.0,1.0
1634854008.88915,1.0,1.0,265.0,1.0
1634854009.9568348,1.0,1.0,260.0,1.0
1634854009.9568348,1.0,1.0,260.0,1.0
1634854009.9568348,1.0,1.0,260.0,1.0
1634854012.4428566,1.0,1.0,255.0,1.0
1634854013.0272763,1.0,1.0,260.0,1.0
1634854013.0272763,1.0,1.0,260.0,1.0
1634854014.2507243,1.0,1.0,265.0,1.0
1634854014.358895,1.0,1.0,260.0,1.0
1634854014.4687827,1.0,1.0,265.0,1.0
1634854015.5331116,1.0,1.0,260.0,1.0
1634854015.6412454,1.0,1.0,265.0,1.0
1634854016.179395,1.0,1.0,260.0,1.0
1634854016.2848034,1.0,1.0,265.0,1.0
1634854016.3963223,1.0,1.0,260.0,1.0
1634854016.505178,1.0,1.0,265.0,1.0
1634854017.3035328,1.0,1.0,260.0,1.0
1634854017.3035328,1.0,1.0,260.0,1.0
1634854018.614907,1.0,1.0,265.0,1.0
1634854018.7215672,1.0,1.0,260.0,1.0
1634854018.8334286,1.0,1.0,265.0,1.0
1634854019.8231542,1.0,1.0,260.0,1.0
1634854019.928608,1.0,1.0,265.0,1.0
1634854020.6382205,1.0,1.0,255.0,1.0
1634854020.7445772,1.0,1.0,260.0,1.0
1634854020.85147,1.0,1.0,265.0,1.0
1634854021.1418564,1.0,1.0,260.0,1.0
1634854021.361941,1.0,1.0,265.0,1.0
1634854021.9838324,1.0,1.0,260.0,1.0
1634854022.0932252,1.0,1.0,265.0,1.0
1634854022.2062807,1.0,1.0,260.0,1.0
1634854022.3235538,1.0,1.0,255.0,1.0
1634854022.8660157,1.0,1.0,260.0,1.0
1634854022.9669962,1.0,1.0,265.0,1.0
1634854023.1653295,1.0,1.0,260.0,1.0
1634854023.3728027,1.0,1.0,265.0,1.0
1634854023.77438,1.0,1.0,260.0,1.0
1634854023.869861,1.0,1.0,265.0,1.0
1634854023.9639416,1.0,1.0,260.0,1.0
1634854024.0687673,1.0,1.0,265.0,1.0
1634854024.6002269,1.0,1.0,260.0,1.0
1634854024.6002269,1.0,1.0,260.0,1.0
1634854025.8415294,1.0,1.0,255.0,1.0
1634854026.2245293,1.0,1.0,260.0,1.0
1634854026.3267517,1.0,1.0,255.0,1.0
1634854026.527903,1.0,1.0,260.0,1.0
1634854026.6500645,1.0,1.0,265.0,1.0
1634854027.1419406,1.0,1.0,260.0,1.0
1634854027.2407212,1.0,1.0,265.0,1.0
1634854027.3387146,1.0,1.0,260.0,1.0
1634854027.4359224,1.0,1.0,265.0,1.0
1634854027.9301198,1.0,1.0,260.0,1.0
1634854027.9301198,1.0,1.0,260.0,1.0
1634854029.3254528,1.0,1.0,265.0,1.0
1634854029.450848,1.0,1.0,260.0,1.0
1634854029.5549643,1.0,1.0,265.0,1.0
1634854029.7771251,1.0,1.0,260.0,1.0
1634854029.7771251,1.0,1.0,260.0,1.0
1634854031.01321,1.0,1.0,265.0,1.0
1634854031.8110366,1.0,1.0,260.0,1.0
1634854032.0082424,1.0,1.0,255.0,1.0
1634854032.822386,1.0,1.0,260.0,1.0
1634854032.9266632,1.0,1.0,255.0,1.0
1634854033.4434028,1.0,1.0,260.0,1.0
1634854033.5522275,1.0,1.0,265.0,1.0
1634854034.3344955,1.0,1.0,260.0,1.0
1634854034.4375775,1.0,1.0,255.0,1.0
1634854034.8567524,1.0,1.0,260.0,1.0
1634854034.9596572,1.0,1.0,265.0,1.0
1634854035.351567,1.0,1.0,260.0,1.0
1634854035.4631662,1.0,1.0,255.0,1.0
1634854035.6567805,1.0,1.0,260.0,1.0
1634854035.8596094,1.0,1.0,265.0,1.0
1634854036.1673257,1.0,1.0,260.0,1.0
1634854036.1673257,1.0,1.0,260.0,1.0
1634854037.400034,1.0,1.0,265.0,1.0
1634854037.690673,1.0,1.0,260.0,1.0
1634854037.794968,1.0,1.0,255.0,1.0
1634854038.9093587,1.0,1.0,260.0,1.0
1634854039.0211565,1.0,1.0,255.0,1.0
1634854039.4241939,1.0,1.0,260.0,1.0
1634854039.4241939,1.0,1.0,260.0,1.0
1634854040.684875,1.0,1.0,265.0,1.0
1634854040.7919612,1.0,1.0,260.0,1.0
1634854040.7919612,1.0,1.0,260.0,1.0
1634854042.0391006,1.0,1.0,255.0,1.0
1634854042.154465,1.0,1.0,260.0,1.0
1634854042.154465,1.0,1.0,260.0,1.0
1634854042.154465,1.0,1.0,260.0,1.0
1634854044.5372927,1.0,1.0,255.0,1.0
1634854044.9670284,1.0,1.0,260.0,1.0
1634854045.0748658,1.0,1.0,255.0,1.0
1634854046.0935967,1.0,1.0,265.0,1.0
1634854046.1989896,1.0,1.0,260.0,1.0
1634854046.2977803,1.0,1.0,265.0,1.0
1634854046.710541,1.0,1.0,260.0,1.0
1634854046.710541,1.0,1.0,260.0,1.0
1634854047.9833221,1.0,1.0,255.0,1.0
1634854048.9881334,1.0,1.0,260.0,1.0
1634854049.0908227,1.0,1.0,255.0,1.0
1634854049.2248738,1.0,1.0,260.0,1.0
1634854049.2248738,1.0,1.0,260.0,1.0
1634854049.2248738,1.0,1.0,260.0,1.0
1634854051.6547477,1.0,1.0,255.0,1.0
1634854051.7562814,1.0,1.0,260.0,1.0
1634854051.8593166,1.0,1.0,265.0,1.0
1634854051.9613938,1.0,1.0,260.0,1.0
1634854052.0629508,1.0,1.0,255.0,1.0
1634854052.279205,1.0,1.0,260.0,1.0
1634854052.3865967,1.0,1.0,265.0,1.0
1634854053.2679265,1.0,1.0,260.0,1.0
1634854053.3701081,1.0,1.0,265.0,1.0
1634854054.2015758,1.0,1.0,260.0,1.0
1634854054.2015758,1.0,1.0,260.0,1.0
1634854055.4370885,1.0,1.0,255.0,1.0
1634854055.8266413,1.0,1.0,260.0,1.0
1634854055.8266413,1.0,1.0,260.0,1.0
1634854057.0450015,1.0,1.0,255.0,1.0
